title,duration,rating,year,url
Udta Punjab,148,7.7,2016,https://www.imdb.com//title/tt4434004/
Kubo and the Two Strings,101,7.7,2016,https://www.imdb.com//title/tt4302938/
En man som heter Ove,116,7.7,2015,https://www.imdb.com//title/tt4080728/
Omoide no Mânî,103,7.7,2014,https://www.imdb.com//title/tt3398268/
The Theory of Everything,123,7.7,2014,https://www.imdb.com//title/tt2980516/
Kingsman: The Secret Service,129,7.7,2014,https://www.imdb.com//title/tt2802144/
The Fault in Our Stars,126,7.7,2014,https://www.imdb.com//title/tt2582846/
Me and Earl and the Dying Girl,105,7.7,2015,https://www.imdb.com//title/tt2582496/
Birdman or (The Unexpected Virtue of Ignorance),119,7.7,2014,https://www.imdb.com//title/tt2562232/
Le passé,130,7.7,2013,https://www.imdb.com//title/tt2404461/
La grande bellezza,141,7.7,2013,https://www.imdb.com//title/tt2358891/
La vie d'Adèle,180,7.7,2013,https://www.imdb.com//title/tt2278871/
The Broken Circle Breakdown,111,7.7,2012,https://www.imdb.com//title/tt2024519/
Kaze tachinu,126,7.7,2013,https://www.imdb.com//title/tt2013293/
Toy Story 4,100,7.7,2019,https://www.imdb.com//title/tt1979376/
Nebraska,115,7.7,2013,https://www.imdb.com//title/tt1821549/
Wreck-It Ralph,101,7.7,2012,https://www.imdb.com//title/tt1772341/
Le Petit Prince,108,7.7,2015,https://www.imdb.com//title/tt1754656/
Detachment,98,7.7,2011,https://www.imdb.com//title/tt1683526/
Midnight in Paris,94,7.7,2011,https://www.imdb.com//title/tt1605783/
Kokuhaku,106,7.7,2010,https://www.imdb.com//title/tt1590089/
Ajeossi,119,7.7,2010,https://www.imdb.com//title/tt1527788/
The Lego Movie,100,7.7,2014,https://www.imdb.com//title/tt1490017/
Gravity,91,7.7,2013,https://www.imdb.com//title/tt1454468/
Star Trek Into Darkness,132,7.7,2013,https://www.imdb.com//title/tt1408101/
Beasts of No Nation,137,7.7,2015,https://www.imdb.com//title/tt1365050/
X: First Class,131,7.7,2011,https://www.imdb.com//title/tt1270798/
The Hangover,100,7.7,2009,https://www.imdb.com//title/tt1119646/
The Trial of the Chicago 7,129,7.7,2020,https://www.imdb.com//title/tt1070874/
Silver Linings Playbook,122,7.7,2012,https://www.imdb.com//title/tt1045658/
Druk,117,7.7,2020,https://www.imdb.com//title/tt10288566/
Argo,120,7.7,2012,https://www.imdb.com//title/tt1024648/
(500) Days of Summer,95,7.7,2009,https://www.imdb.com//title/tt1022603/
Harry Potter and the Deathly Hallows: Part 1,146,7.7,2010,https://www.imdb.com//title/tt0926084/
The Boy in the Striped Pajamas,94,7.7,2008,https://www.imdb.com//title/tt0914798/
Auf der anderen Seite,122,7.7,2007,https://www.imdb.com//title/tt0880502/
Frost/Nixon,122,7.7,2008,https://www.imdb.com//title/tt0870111/
Papurika,90,7.7,2006,https://www.imdb.com//title/tt0851578/
Flipped,90,7.7,I) (,https://www.imdb.com//title/tt0817177/
Toki o kakeru shôjo,98,7.7,2006,https://www.imdb.com//title/tt0808506/
This Is England,101,7.7,2006,https://www.imdb.com//title/tt0480025/
Ex Machina,108,7.7,2014,https://www.imdb.com//title/tt0470752/
Efter brylluppet,120,7.7,2006,https://www.imdb.com//title/tt0457655/
Zodiac,157,7.7,2007,https://www.imdb.com//title/tt0443706/
Lucky Number Slevin,110,7.7,2006,https://www.imdb.com//title/tt0425210/
Joyeux Noël,116,7.7,2005,https://www.imdb.com//title/tt0424205/
Control,122,7.7,2007,https://www.imdb.com//title/tt0421082/
Adams æbler,94,7.7,2005,https://www.imdb.com//title/tt0418455/
Tangled,100,7.7,2010,https://www.imdb.com//title/tt0398286/
Zwartboek,145,7.7,2006,https://www.imdb.com//title/tt0389557/
Brokeback Mountain,134,7.7,2005,https://www.imdb.com//title/tt0388795/
3:10 to Yuma,122,7.7,2007,https://www.imdb.com//title/tt0381849/
Kung fu,99,7.7,2004,https://www.imdb.com//title/tt0373074/
The Bourne Supremacy,108,7.7,2004,https://www.imdb.com//title/tt0372183/
The Machinist,101,7.7,2004,https://www.imdb.com//title/tt0361862/
Ray,152,7.7,I) (,https://www.imdb.com//title/tt0350258/
Ondskan,113,7.7,2003,https://www.imdb.com//title/tt0338309/
Lost in Translation,102,7.7,2003,https://www.imdb.com//title/tt0335266/
Harry Potter and the Goblet of Fire,157,7.7,2005,https://www.imdb.com//title/tt0330373/
Man on Fire,146,7.7,2004,https://www.imdb.com//title/tt0328107/
Coraline,100,7.7,2009,https://www.imdb.com//title/tt0327597/
The Magdalene Sisters,114,7.7,2002,https://www.imdb.com//title/tt0318411/
21 Grams,124,7.7,2003,https://www.imdb.com//title/tt0315733/
Finding Neverland,106,7.7,2004,https://www.imdb.com//title/tt0308644/
Good Bye Lenin!,121,7.7,2003,https://www.imdb.com//title/tt0301357/
In America,105,7.7,2002,https://www.imdb.com//title/tt0298845/
Les triplettes de Belleville,80,7.7,2003,https://www.imdb.com//title/tt0286244/
Adaptation.,115,7.7,2002,https://www.imdb.com//title/tt0268126/
Black Hawk Down,144,7.7,2001,https://www.imdb.com//title/tt0265086/
Road to Perdition,117,7.7,2002,https://www.imdb.com//title/tt0257044/
Das Experiment,120,7.7,2001,https://www.imdb.com//title/tt0250258/
Billy Elliot,110,7.7,2000,https://www.imdb.com//title/tt0249462/
Hedwig and the Angry Inch,95,7.7,2001,https://www.imdb.com//title/tt0248845/
The Count of Monte Cristo,131,7.7,2002,https://www.imdb.com//title/tt0245844/
Y tu mamá también,106,7.7,2001,https://www.imdb.com//title/tt0245574/
Waking Life,99,7.7,2001,https://www.imdb.com//title/tt0243017/
Ocean's Eleven,116,7.7,2001,https://www.imdb.com//title/tt0240772/
"O Brother, Where Art Thou?",107,7.7,2000,https://www.imdb.com//title/tt0190590/
Minority Report,145,7.7,2002,https://www.imdb.com//title/tt0181689/
"South Park: Bigger, Longer & Uncut",81,7.7,1999,https://www.imdb.com//title/tt0158983/
Office Space,89,7.7,1999,https://www.imdb.com//title/tt0151804/
Happiness,134,7.7,1998,https://www.imdb.com//title/tt0147612/
The Boondock Saints,108,7.7,1999,https://www.imdb.com//title/tt0144117/
Training Day,122,7.7,2001,https://www.imdb.com//title/tt0139654/
Lola rennt,81,7.7,1998,https://www.imdb.com//title/tt0130827/
Abre los ojos,119,7.7,1997,https://www.imdb.com//title/tt0125659/
Ta'm e guilass,95,7.7,1997,https://www.imdb.com//title/tt0120265/
As Good as It Gets,139,7.7,1997,https://www.imdb.com//title/tt0119822/
Hana-bi,103,7.7,1997,https://www.imdb.com//title/tt0119250/
The Game,129,7.7,1997,https://www.imdb.com//title/tt0119174/
Donnie Brasco,127,7.7,1997,https://www.imdb.com//title/tt0119008/
Chun gwong cha sit,96,7.7,1997,https://www.imdb.com//title/tt0118845/
Shine,105,7.7,1996,https://www.imdb.com//title/tt0117631/
Primal Fear,129,7.7,1996,https://www.imdb.com//title/tt0117381/
Sense and Sensibility,136,7.7,1995,https://www.imdb.com//title/tt0114388/
Apollo 13,140,7.7,I) (,https://www.imdb.com//title/tt0112384/
Il postino,108,7.7,1994,https://www.imdb.com//title/tt0110877/
Clerks,92,7.7,1994,https://www.imdb.com//title/tt0109445/
What's Eating Gilbert Grape,118,7.7,1993,https://www.imdb.com//title/tt0108550/
Short Cuts,188,7.7,1993,https://www.imdb.com//title/tt0108122/
Philadelphia,125,7.7,1993,https://www.imdb.com//title/tt0107818/
Naked,131,7.7,1993,https://www.imdb.com//title/tt0107653/
The Muppet Christmas Carol,85,7.7,1992,https://www.imdb.com//title/tt0104940/
Malcolm X,202,7.7,1992,https://www.imdb.com//title/tt0104797/
The Last of the Mohicans,112,7.7,1992,https://www.imdb.com//title/tt0104691/
Lat sau san taam,128,7.7,1992,https://www.imdb.com//title/tt0104684/
Kurenai no buta,94,7.7,1992,https://www.imdb.com//title/tt0104652/
Glengarry Glen Ross,100,7.7,1992,https://www.imdb.com//title/tt0104348/
A Few Good Men,138,7.7,1992,https://www.imdb.com//title/tt0104257/
Night on Earth,129,7.7,1991,https://www.imdb.com//title/tt0102536/
Fried Green Tomatoes,130,7.7,1991,https://www.imdb.com//title/tt0101921/
La double vie de Véronique,98,7.7,1991,https://www.imdb.com//title/tt0101765/
Yume,119,7.7,1990,https://www.imdb.com//title/tt0100998/
Miller's Crossing,115,7.7,1990,https://www.imdb.com//title/tt0100150/
Home Alone,103,7.7,1990,https://www.imdb.com//title/tt0099785/
When Harry Met Sally...,95,7.7,1989,https://www.imdb.com//title/tt0098635/
Who Framed Roger Rabbit,104,7.7,1988,https://www.imdb.com//title/tt0096438/
Spoorloos,107,7.7,1988,https://www.imdb.com//title/tt0096163/
The Last Emperor,163,7.7,1987,https://www.imdb.com//title/tt0093389/
Evil Dead II,84,7.7,1987,https://www.imdb.com//title/tt0092991/
Empire of the Sun,153,7.7,1987,https://www.imdb.com//title/tt0092965/
Der Name der Rose,130,7.7,1986,https://www.imdb.com//title/tt0091605/
Down by Law,107,7.7,1986,https://www.imdb.com//title/tt0090967/
Blue Velvet,120,7.7,1986,https://www.imdb.com//title/tt0090756/
The Purple Rose of Cairo,82,7.7,1985,https://www.imdb.com//title/tt0089853/
The Goonies,114,7.7,1985,https://www.imdb.com//title/tt0089218/
The Color Purple,154,7.7,1985,https://www.imdb.com//title/tt0088939/
Zelig,79,7.7,1983,https://www.imdb.com//title/tt0086637/
The Verdict,129,7.7,1982,https://www.imdb.com//title/tt0084855/
Star Trek II: The Wrath of Khan,113,7.7,1982,https://www.imdb.com//title/tt0084726/
First Blood,93,7.7,1982,https://www.imdb.com//title/tt0083944/
Ordinary People,124,7.7,1980,https://www.imdb.com//title/tt0081283/
Airplane!,88,7.7,1980,https://www.imdb.com//title/tt0080339/
Halloween,91,7.7,1978,https://www.imdb.com//title/tt0077651/
Nashville,160,7.7,1975,https://www.imdb.com//title/tt0073440/
Love and Death,85,7.7,1975,https://www.imdb.com//title/tt0073312/
Blazing Saddles,93,7.7,1974,https://www.imdb.com//title/tt0071230/
Serpico,130,7.7,1973,https://www.imdb.com//title/tt0070666/
La planète sauvage,72,7.7,1973,https://www.imdb.com//title/tt0070544/
Badlands,94,7.7,1973,https://www.imdb.com//title/tt0069762/
Deliverance,109,7.7,1972,https://www.imdb.com//title/tt0068473/
Cabaret,124,7.7,1972,https://www.imdb.com//title/tt0068327/
The French Connection,104,7.7,1971,https://www.imdb.com//title/tt0067116/
Dirty Harry,102,7.7,1971,https://www.imdb.com//title/tt0066999/
Wait Until Dark,108,7.7,1967,https://www.imdb.com//title/tt0062467/
The Dirty Dozen,150,7.7,1967,https://www.imdb.com//title/tt0061578/
Bonnie and Clyde,111,7.7,1967,https://www.imdb.com//title/tt0061418/
Belle de jour,100,7.7,1967,https://www.imdb.com//title/tt0061395/
A Man for All Seasons,120,7.7,1966,https://www.imdb.com//title/tt0060665/
Zulu,138,7.7,1964,https://www.imdb.com//title/tt0058777/
Goldfinger,110,7.7,1964,https://www.imdb.com//title/tt0058150/
The Longest Day,178,7.7,1962,https://www.imdb.com//title/tt0056197/
Cape Fear,106,7.7,1962,https://www.imdb.com//title/tt0055824/
Jules et Jim,105,7.7,1962,https://www.imdb.com//title/tt0055032/
The Magnificent Seven,128,7.7,1960,https://www.imdb.com//title/tt0054047/
À bout de souffle,90,7.7,1960,https://www.imdb.com//title/tt0053472/
Invasion of the Body Snatchers,80,7.7,1956,https://www.imdb.com//title/tt0049366/
The Caine Mutiny,124,7.7,1954,https://www.imdb.com//title/tt0046816/
The Quiet Man,129,7.7,1952,https://www.imdb.com//title/tt0045061/
The African Queen,105,7.7,1951,https://www.imdb.com//title/tt0043265/
Key Largo,100,7.7,1948,https://www.imdb.com//title/tt0040506/
Fantasia,125,7.7,1940,https://www.imdb.com//title/tt0032455/
Scarface,93,7.7,1932,https://www.imdb.com//title/tt0023427/
Dark Waters,126,7.6,2019,https://www.imdb.com//title/tt9071322/
The Mitchells vs the Machines,114,7.6,2021,https://www.imdb.com//title/tt7979580/
Searching,102,7.6,III),https://www.imdb.com//title/tt7668870/
Once Upon a Time in... Hollywood,161,7.6,2019,https://www.imdb.com//title/tt7131622/
Guardians of the Galaxy Vol. 2,136,7.6,2017,https://www.imdb.com//title/tt3896198/
Bridge of Spies,142,7.6,2015,https://www.imdb.com//title/tt3682448/
Incredibles 2,118,7.6,2018,https://www.imdb.com//title/tt3606756/
Moana,107,7.6,I) (,https://www.imdb.com//title/tt3521164/
What We Do in the Shadows,86,7.6,2014,https://www.imdb.com//title/tt3416742/
Sicario,121,7.6,2015,https://www.imdb.com//title/tt3397884/
Creed,133,7.6,II) ,https://www.imdb.com//title/tt3076658/
Leviafan,140,7.6,2014,https://www.imdb.com//title/tt2802154/
Hell or High Water,102,7.6,II) ,https://www.imdb.com//title/tt2582782/
Philomena,98,7.6,2013,https://www.imdb.com//title/tt2431286/
Dawn of the Planet of the Apes,130,7.6,2014,https://www.imdb.com//title/tt2103281/
Serbuan maut,101,7.6,2011,https://www.imdb.com//title/tt1899353/
End of Watch,109,7.6,2012,https://www.imdb.com//title/tt1855199/
A Star Is Born,136,7.6,2018,https://www.imdb.com//title/tt1517451/
True Grit,110,7.6,2010,https://www.imdb.com//title/tt1403865/
Despicable Me,95,7.6,2010,https://www.imdb.com//title/tt1323594/
50/50,100,7.6,2011,https://www.imdb.com//title/tt1306980/
Kick-Ass,117,7.6,2010,https://www.imdb.com//title/tt1250777/
Celda 211,113,7.6,2009,https://www.imdb.com//title/tt1242422/
Moneyball,133,7.6,2011,https://www.imdb.com//title/tt1210166/
La piel que habito,120,7.6,2011,https://www.imdb.com//title/tt1189073/
Zombieland,88,7.6,2009,https://www.imdb.com//title/tt1156398/
The Blind Side,129,7.6,2009,https://www.imdb.com//title/tt0878804/
Gake no ue no Ponyo,101,7.6,2008,https://www.imdb.com//title/tt0876563/
Superbad,113,7.6,2007,https://www.imdb.com//title/tt0829482/
Seven Pounds,123,7.6,2008,https://www.imdb.com//title/tt0814314/
Eastern Promises,100,7.6,2007,https://www.imdb.com//title/tt0765443/
Stardust,127,7.6,2007,https://www.imdb.com//title/tt0486655/
United 93,111,7.6,2006,https://www.imdb.com//title/tt0475276/
The Last King of Scotland,123,7.6,2006,https://www.imdb.com//title/tt0455590/
Inside Man,129,7.6,2006,https://www.imdb.com//title/tt0454848/
Gone Baby Gone,114,7.6,2007,https://www.imdb.com//title/tt0452623/
Kung Fu Panda,92,7.6,2008,https://www.imdb.com//title/tt0441773/
300,117,7.6,2006,https://www.imdb.com//title/tt0416449/
Match Point,124,7.6,2005,https://www.imdb.com//title/tt0416320/
Watchmen,162,7.6,2009,https://www.imdb.com//title/tt0409459/
Lord of War,122,7.6,2005,https://www.imdb.com//title/tt0399295/
Saw,103,7.6,2004,https://www.imdb.com//title/tt0387564/
Vera Drake,125,7.6,2004,https://www.imdb.com//title/tt0383694/
Un long dimanche de fiançailles,133,7.6,2004,https://www.imdb.com//title/tt0344510/
The Station Agent,89,7.6,2003,https://www.imdb.com//title/tt0340377/
Love Actually,135,7.6,2003,https://www.imdb.com//title/tt0314331/
25th Hour,135,7.6,2002,https://www.imdb.com//title/tt0307901/
The Butterfly Effect,113,7.6,2004,https://www.imdb.com//title/tt0289879/
I Am Sam,132,7.6,2001,https://www.imdb.com//title/tt0277027/
The Royal Tenenbaums,110,7.6,2001,https://www.imdb.com//title/tt0265666/
Harry Potter and the Sorcerer's Stone,152,7.6,2001,https://www.imdb.com//title/tt0241527/
The Others,101,7.6,2001,https://www.imdb.com//title/tt0230600/
Traffic,147,7.6,2000,https://www.imdb.com//title/tt0181865/
American Psycho,102,7.6,2000,https://www.imdb.com//title/tt0144084/
Rushmore,93,7.6,1998,https://www.imdb.com//title/tt0128445/
Star Wars: Episode III - Revenge of the Sith,140,7.6,2005,https://www.imdb.com//title/tt0121766/
The Thin Red Line,170,7.6,1998,https://www.imdb.com//title/tt0120863/
Mulan,88,7.6,1998,https://www.imdb.com//title/tt0120762/
The Fifth Element,126,7.6,1997,https://www.imdb.com//title/tt0119116/
Le dîner de cons,80,7.6,1998,https://www.imdb.com//title/tt0119038/
Dark City,100,7.6,1998,https://www.imdb.com//title/tt0118929/
Die Hard: With a Vengeance,128,7.6,1995,https://www.imdb.com//title/tt0112864/
The Bridges of Madison County,135,7.6,1995,https://www.imdb.com//title/tt0112579/
Trois couleurs: Blanc,92,7.6,1994,https://www.imdb.com//title/tt0111507/
My Cousin Vinny,120,7.6,1992,https://www.imdb.com//title/tt0104952/
Barton Fink,116,7.6,1991,https://www.imdb.com//title/tt0101410/
The Godfather Part III,162,7.6,1990,https://www.imdb.com//title/tt0099674/
The Little Mermaid,83,7.6,1989,https://www.imdb.com//title/tt0097757/
The Naked Gun: From the Files of Police Squad!,85,7.6,1988,https://www.imdb.com//title/tt0095705/
RoboCop,102,7.6,1987,https://www.imdb.com//title/tt0093870/
Lethal Weapon,109,7.6,1987,https://www.imdb.com//title/tt0093409/
The Fly,96,7.6,1986,https://www.imdb.com//title/tt0091064/
After Hours,97,7.6,I) (,https://www.imdb.com//title/tt0088680/
Mad Max 2,96,7.6,1981,https://www.imdb.com//title/tt0082694/
Close Encounters of the Third Kind,138,7.6,1977,https://www.imdb.com//title/tt0075860/
The Taking of Pelham One Two Three,104,7.6,1974,https://www.imdb.com//title/tt0072251/
Enter the Dragon,102,7.6,1973,https://www.imdb.com//title/tt0070034/
Where Eagles Dare,158,7.6,1968,https://www.imdb.com//title/tt0065207/
The Odd Couple,105,7.6,1968,https://www.imdb.com//title/tt0063374/
The Jungle Book,78,7.6,1967,https://www.imdb.com//title/tt0061852/
Repulsion,105,7.6,1965,https://www.imdb.com//title/tt0059646/
The Birds,119,7.6,1963,https://www.imdb.com//title/tt0056869/
Breakfast at Tiffany's,115,7.6,1961,https://www.imdb.com//title/tt0054698/
Peeping Tom,101,7.6,1960,https://www.imdb.com//title/tt0054167/
Les yeux sans visage,90,7.6,1960,https://www.imdb.com//title/tt0053459/
Rebel Without a Cause,111,7.6,1955,https://www.imdb.com//title/tt0048545/
Sabrina,113,7.6,1954,https://www.imdb.com//title/tt0047437/
From Here to Eternity,118,7.6,1953,https://www.imdb.com//title/tt0045793/
Snow White and the Seven Dwarfs,83,7.6,1937,https://www.imdb.com//title/tt0029583/
The 39 Steps,86,7.6,1935,https://www.imdb.com//title/tt0026029/
The Invisible Man,71,7.6,1933,https://www.imdb.com//title/tt0024184/
